T,M,E,C,chi,S
2.373108,0.020354,-1.268867,1.415757,0.000087,0.469353
2.375139,-0.050956,-1.256124,1.721430,0.000076,0.470690
2.376977,-0.066844,-1.248839,1.459890,0.000064,0.471891
2.378534,0.016174,-1.245484,1.544426,0.000072,0.472901
2.382638,0.094692,-1.232002,1.436058,0.000058,0.475529
2.386371,-0.265830,-1.244643,1.418368,0.000043,0.477879
2.389091,-0.030535,-1.238690,1.719878,0.000071,0.479567
2.392525,0.091490,-1.223485,1.314364,0.000050,0.481669
2.394737,-0.064496,-1.212485,1.302958,0.000045,0.483005
2.402594,0.136144,-1.212342,1.422889,0.000046,0.487647
2.406785,0.062289,-1.212322,1.398355,0.000053,0.490056
2.406810,0.031854,-1.207734,1.359491,0.000049,0.490071
2.410837,0.104500,-1.190850,1.245800,0.000035,0.492342
2.417143,-0.104885,-1.191667,1.249942,0.000041,0.495818
2.429301,-0.001704,-1.180202,1.366580,0.000041,0.502245
2.442624,-0.002769,-1.154248,1.141563,0.000034,0.508899
2.442889,0.007761,-1.170790,1.073554,0.000037,0.509027
2.472438,0.005408,-1.129391,0.911484,0.000022,0.522467
2.480506,0.033554,-1.137817,1.065292,0.000032,0.525857
2.482079,-0.002216,-1.129682,1.001282,0.000028,0.526504
2.514728,0.082522,-1.099589,0.898227,0.000019,0.539087
2.552632,-0.021627,-1.071107,0.838355,0.000017,0.551908
2.710526,-0.003861,-0.963734,0.720108,0.000009,0.591698
2.868421,0.007962,-0.878553,0.592252,0.000006,0.618876
3.026316,-0.000882,-0.818263,0.583128,0.000003,0.639335
3.184211,0.021650,-0.752080,0.506055,0.000004,0.655693
3.342105,0.009311,-0.706412,0.344090,0.000002,0.669321
3.500000,-0.000279,-0.665976,0.348933,0.000002,0.681024
